Nivå 0;Nivå 0 navn;Nivå 1;Nivå 1 navn;Nivå 2;Nivå 2 navn;Nivå 3;Nivå 3 navn;Nivå 4;Nivå 4 navn;Nivå 5;Nivå 5 navn;Type;Nivå 6;Nivå 6 navn;Ytelsesksted?;Hjelpekolonne;BESKRIVELSE;ATTRIBUTE14;ATTRIBUTE15;CREATION_DATE;SUMMARY_FLAG;START_DATE_ACTIVE;END_DATE_ACTIVE;;Sisrte bruksdato;;;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;169640;AVSL NAV rådgivende leger Sør-Trøndelag;;;;;169640;AVSL NAV rådgivende leger Sør-Trøndelag;;;03.12.2013;N;;06.02.2020;;27.04.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ01;Region Trøndelag;169900;NAV Arbeidslivssenter Trøndelag;;;;;169900;NAV Arbeidslivssenter Trøndelag;Fylkeskontor;1699000;03.12.2013;N;;;;26.01.2023;;169900;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ10;NAV Innherred;170200;NAV Inn-Trøndelag;;;;;170200;NAV Inn-Trøndelag;NAV-kontor;1702000;03.12.2013;N;;;;26.01.2023;;170200;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ10;NAV Innherred;170210;Inn-Trøndelag Arbeids-og Informasjonsavdeling;;;;;170210;AVSL NAV Inn-Trøndelag Arbeids-og Informasjonsavdeling;Fylkeskontor;1702100;04.12.2017;N;;;;19.01.2023;;170210;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ10;NAV Innherred;170220;Inn-Trøndelag Markedsavdeling;;;;;170220;AVSL NAV Inn-Trøndelag Markedsavdeling;Fylkeskontor;1702200;27.11.2017;N;;;;19.01.2023;;170220;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ10;NAV Innherred;170230;Inn-Trøndelag Oppfølgingsavdeling;;;;;170230;AVSL NAV Inn-Trøndelag Oppfølgingsavdeling;Fylkeskontor;1702300;27.11.2017;N;;;;19.01.2023;;170230;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ11;NAV Namdal;170300;NAV Midtre Namdal;;;;;170300;NAV Midtre Namdal;NAV-kontor;1703000;03.12.2013;N;;;;26.01.2023;;170300;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ11;NAV Namdal;170310;Midtre Namdal Arbeid, Helse, Marked;;;;;170310;AVSL NAV Midtre Namdal Arbeid, Helse, Marked;Fylkeskontor;1703100;27.11.2017;N;;20.01.2023;;19.01.2023;;170310;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ11;NAV Namdal;170320;Midtre Namdal Arbeid og Velferd;;;;;170320;AVSL NAV Midtre Namdal Arbeid og Velferd;Fylkeskontor;1703200;27.11.2017;N;;;;13.06.2022;;170320;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;170480;AVSL NAV N-TRØNDELAG ARBEID ØKONOMI;;;;;170480;AVSL NAV N-TRØNDELAG ARBEID ØKONOMI;;;03.12.2013;N;;24.08.2012;;23.01.2014;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;171100;AVSL NAV MERÅKER;;;;;171100;AVSL NAV MERÅKER;;;03.12.2013;N;;13.09.2017;;07.09.2017;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;171400;AVSL NAV STJØRDAL;;;;0;171400;AVSL NAV STJØRDAL;;;03.12.2013;N;;13.09.2017;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;171700;AVSL NAV FROSTA;;;;;171700;AVSL NAV FROSTA;;;03.12.2013;N;;13.09.2017;;07.09.2017;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;171800;AVSL NAV Leksvik;;;;;171800;AVSL NAV Leksvik;;;03.12.2013;N;;06.10.2021;;04.03.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ10;NAV Innherred;171900;NAV Levanger;;;;;171900;NAV Levanger;NAV-kontor;1719000;03.12.2013;N;;;;26.01.2023;;171900;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ10;NAV Innherred;172100;NAV Verdal;;;;;172100;NAV Verdal;NAV-kontor;1721000;03.12.2013;N;;;;26.01.2023;;172100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;172400;AVSL NAV Verran;;;;;172400;AVSL NAV Verran;;;03.12.2013;N;;15.02.2020;;12.11.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;172500;AVSL NAV Namdalseid;;;;-4194;172500;AVSL NAV Namdalseid;;;03.12.2013;N;;06.10.2021;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;172900;AVSL NAV INDERØY (gammel tom 31.12.2011);;;;;172900;AVSL NAV INDERØY (gammel tom 31.12.2011);;;03.12.2013;N;;12.02.2014;;11.02.2014;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;173600;AVSL NAV Snåsa;;;;0;173600;AVSL NAV Snåsa;;;03.12.2013;N;;06.10.2021;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;173800;AVSL NAV Lierne;;;;;173800;AVSL NAV Lierne;;;03.12.2013;N;;06.10.2021;;03.09.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;173900;AVSL NAV Røyrvik;;;;;173900;AVSL NAV Røyrvik;;;03.12.2013;N;;06.10.2021;;15.07.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;174000;AVSL NAV Namskogan;;;;;174000;AVSL NAV Namskogan;;;03.12.2013;N;;06.10.2021;;23.07.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ06;NAV Grong;174200;NAV Grong;;;;4345646;174200;NAV Indre Namdal;NAV-kontor;;03.12.2013;N;;;;23.01.2023;;174200;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;174300;NAV Høylandet;;;;145322;174300;AVSL NAV Høylandet;;;03.12.2013;N;;19.04.2022;;21.05.2021;;174300;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;174400;AVSL NAV Overhalla;;;;;174400;AVSL NAV Overhalla;;;03.12.2013;N;;06.10.2021;;02.03.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ11;NAV Namdal;174500;NAV Indre Namdal;;;;;174500;NAV Indre Namdal;NAV-kontor;1745000;18.05.2017;N;;;;26.01.2023;;174500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ11;NAV Namdal;174510;NAV Indre Namdal avd. marked;;;;;174510;AVSL NAV Indre Namdal avd. marked;Fylkeskontor;1745100;18.05.2017;N;;20.01.2023;;19.01.2023;;174510;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ11;NAV Namdal;174520;NAV Indre Namdal avd. oppfølging;;;;;174520;AVSL NAV Indre Namdal avd. oppfølging;Fylkeskontor;1745200;18.05.2017;N;;20.01.2023;;19.01.2023;;174520;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;174800;AVSL NAV Fosnes;;;;;174800;AVSL NAV Fosnes;;;03.12.2013;N;;15.02.2020;;23.12.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;174900;AVSL NAV Flatanger;;;;;174900;AVSL NAV Flatanger;;;03.12.2013;N;;06.10.2021;;31.12.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;175000;AVSL NAV Vikna;;;;;175000;AVSL NAV Vikna;;;03.12.2013;N;;15.02.2020;;02.06.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ11;NAV Namdal;175100;NAV Nærøysund;;;;;175100;NAV Nærøysund;NAV-kontor;1751000;03.12.2013;N;;;;26.01.2023;;175100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;175500;AVSL NAV Leka;;;;;175500;AVSL NAV Leka;;;03.12.2013;N;;06.10.2021;;20.04.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;175600;AVSL NAV Inderøy;;;;;175600;AVSL NAV Inderøy;;;03.12.2013;N;;06.10.2021;;04.07.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ09;NAV Værnes;178300;NAV Værnes;;;;;178300;NAV Værnes;NAV-kontor;1783000;28.05.2015;N;;;;26.01.2023;;178300;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ09;NAV Værnes;178310;NAV Værnes avd. Info/Marked;;;;;178310;AVSL NAV Værnes avd. Info/Marked;Fylkeskontor;1783100;30.12.2015;N;;20.01.2023;;19.01.2023;;178310;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ09;NAV Værnes;178320;NAV Værnes avd. AAP/SYFO;;;;;178320;AVSL NAV Værnes avd. AAP/SYFO;Fylkeskontor;1783200;30.12.2015;N;;31.12.2022;;08.01.2023;;178320;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ09;NAV Værnes;178330;NAV Værnes avd. sosiale tjenester;;;;;178330;AVSL NAV Værnes avd. sosiale tjenester;Fylkeskontor;1783300;30.12.2015;N;;31.12.2022;;07.01.2023;;178330;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;178700;AVSL NAV Tiltak Nord-Trøndelag;;;;;178700;AVSL NAV Tiltak Nord-Trøndelag;;;03.12.2013;N;;15.02.2020;;21.09.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ99;Spesialiserte kostnadssteder Trøndelag;178900;AVSL UR NAV forvaltning Nord-Trøndelag;;;;4216931;178900;AVSL UR NAV forvaltning Nord-Trøndelag;;;03.12.2013;N;;19.04.2022;;30.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;179000;AVSL NAV Nord-Trøndelag fylkesdirektør;;;;;179000;AVSL NAV Nord-Trøndelag fylkesdirektør;;;03.12.2013;N;;15.02.2020;;03.05.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;179010;AVSL NAV Nord-Trøndelag HR/administrasjon;;;;;179010;AVSL NAV Nord-Trøndelag HR/administrasjon;;;18.10.2016;N;;15.02.2020;;06.07.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;179020;AVSL NAV Nord-Trøndelag marked og tjenesteutvikling;;;;;179020;AVSL NAV Nord-Trøndelag marked og tjenesteutvikling;;;18.10.2016;N;;15.02.2020;;18.04.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;179101;AVSL Fylkesdirektør (sentralt anvist);;;;;179101;AVSL Fylkesdirektør (sentralt anvist);;;03.12.2013;N;;15.02.2020;;06.07.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;179300;AVSL ENHET FOR KVALITET OG LÆRING;;;;;179300;AVSL ENHET FOR KVALITET OG LÆRING;;;03.12.2013;N;;28.03.2014;;27.03.2014;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;179610;AVSL NAV Arbeidsrådgivningstjeneste Nord-Trøndelag;;;;;179610;AVSL NAV Arbeidsrådgivningstjeneste Nord-Trøndelag;;;03.12.2013;N;;15.02.2020;;06.07.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEJ;Trøndelag;BEJ98;Avsluttede ksteder Trøndelag;179900;AVSL NAV Arbeidslivssenteret i Nord-Trøndelag;;;;;179900;AVSL NAV Arbeidslivssenteret i Nord-Trøndelag;;;03.12.2013;N;;22.08.2022;;06.07.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK02;NAV Bodø;180400;NAV Bodø;;;;;180400;NAV Bodø;NAV-kontor;1804000;03.12.2013;N;;;;26.01.2023;;180400;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK03;NAV Narvik;180500;NAV Narvik;;;;;180500;NAV Narvik;NAV-kontor;1805000;03.12.2013;N;;;;26.01.2023;;180500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK98;Avsluttede ksteder Nordland;181100;AVSL NAV Bindal;;;;;181100;AVSL NAV Bindal;;;03.12.2013;N;;09.09.2021;;18.09.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK04;NAV Sømna;181200;NAV Sømna;;;;;181200;NAV Sømna;NAV-kontor;;03.12.2013;N;;;;29.11.2022;;181200;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK05;NAV Brønnøy;181300;NAV Brønnøy;;;;;181300;NAV Brønnøy;NAV-kontor;1813000;03.12.2013;N;;;;26.01.2023;;181300;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK06;NAV Vega;181500;NAV Vega;;;;;181500;NAV Vega;NAV-kontor;;03.12.2013;N;;;;17.01.2023;;181500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK07;NAV Vevelstad;181600;NAV Vevelstad;;;;;181600;NAV Vevelstad;NAV-kontor;;03.12.2013;N;;;;16.11.2022;;181600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK08;NAV Herøy-Nordland;181800;NAV Herøy-Nordland;;;;;181800;NAV Herøy-Nordland;NAV-kontor;;03.12.2013;N;;;;25.01.2023;;181800;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK09;NAV Alstahaug;182000;NAV Alstahaug;;;;;182000;NAV Alstahaug;NAV-kontor;1820000;03.12.2013;N;;;;26.01.2023;;182000;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK10;NAV Leirfjord;182200;NAV Leirfjord;;;;;182200;NAV Leirfjord;NAV-kontor;;03.12.2013;N;;;;05.12.2022;;182200;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK11;NAV Mosjøen (Vefsn kommune);182400;NAV Mosjøen (Vefsn kommune);;;;;182400;NAV Mosjøen (Vefsn kommune);NAV-kontor;1824000;03.12.2013;N;;;;26.01.2023;;182400;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK12;NAV Grane;182500;NAV Grane;;;;;182500;NAV Grane;NAV-kontor;;03.12.2013;N;;;;20.12.2022;;182500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK13;NAV Hattfjelldal;182600;NAV Hattfjelldal;;;;;182600;NAV Hattfjelldal;NAV-kontor;1826000;03.12.2013;N;;;;19.01.2023;;182600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK14;NAV Dønna;182700;NAV Dønna;;;;;182700;NAV Dønna;NAV-kontor;;03.12.2013;N;;;;26.01.2023;;182700;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK15;NAV Nesna;182800;NAV Nesna;;;;;182800;NAV Nesna;NAV-kontor;1828000;03.12.2013;N;;;;24.01.2023;;182800;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK16;NAV Hemnes;183200;NAV Hemnes;;;;;183200;NAV Hemnes;NAV-kontor;1832000;03.12.2013;N;;;;26.01.2023;;183200;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK17;NAV Rana;183300;NAV Rana;;;;;183300;NAV Rana;NAV-kontor;1833000;03.12.2013;N;;;;26.01.2023;;183300;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK18;NAV Lurøy;183400;NAV Lurøy;;;;;183400;NAV Lurøy;NAV-kontor;1834000;03.12.2013;N;;;;19.01.2023;;183400;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK19;NAV Træna;183500;NAV Træna;;;;;183500;NAV Træna;NAV-kontor;;03.12.2013;N;;;;30.12.2022;;183500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK20;NAV Rødøy;183600;NAV Rødøy;;;;;183600;NAV Rødøy;NAV-kontor;1836000;03.12.2013;N;;;;25.01.2023;;183600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK21;NAV Meløy;183700;NAV Meløy;;;;;183700;NAV Meløy;NAV-kontor;1837000;03.12.2013;N;;;;26.01.2023;;183700;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK98;Avsluttede ksteder Nordland;183780;AVSL NAV ØRNES ARBEID;;;;;183780;AVSL NAV ØRNES ARBEID;;;03.12.2013;N;;05.07.2011;;23.01.2014;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK22;NAV Gildeskål;183800;NAV Gildeskål;;;;;183800;NAV Gildeskål;NAV-kontor;1838000;03.12.2013;N;;;;26.01.2023;;183800;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK23;NAV Beiarn;183900;NAV Beiarn;;;;;183900;NAV Beiarn;NAV-kontor;;03.12.2013;N;;;;30.12.2022;;183900;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK24;NAV Saltdal;184000;NAV Saltdal;;;;;184000;NAV Saltdal;NAV-kontor;1840000;03.12.2013;N;;;;26.01.2023;;184000;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK25;NAV Fauske;184100;NAV Fauske;;;;;184100;NAV Fauske;NAV-kontor;1841000;03.12.2013;N;;;;26.01.2023;;184100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK98;Avsluttede ksteder Nordland;184180;AVSL NAV FAUSKE ARBEID;;;;;184180;AVSL NAV FAUSKE ARBEID;;;03.12.2013;N;;12.08.2015;;27.08.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK26;NAV Sørfold;184500;NAV Sørfold;;;;;184500;NAV Sørfold;NAV-kontor;;03.12.2013;N;;;;19.01.2023;;184500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK27;NAV Steigen;184800;NAV Steigen;;;;;184800;NAV Steigen;NAV-kontor;1848000;03.12.2013;N;;;;25.01.2023;;184800;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK28;NAV Hamarøy;184900;NAV Hamarøy;;;;;184900;NAV Hamarøy;NAV-kontor;;03.12.2013;N;;;;20.12.2022;;184900;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK98;Avsluttede ksteder Nordland;185000;AVSL NAV Tysfjord;;;;0;185000;AVSL NAV Tysfjord;;;03.12.2013;N;;09.09.2021;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK29;NAV Lødingen;185100;NAV Lødingen;;;;;185100;NAV Lødingen;NAV-kontor;1851000;03.12.2013;N;;;;26.01.2023;;185100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK98;Avsluttede ksteder Nordland;185200;AVSL NAV Tjeldsund;;;;0;185200;AVSL NAV Tjeldsund;;;03.12.2013;N;;09.09.2021;;29.11.2022;;185200;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK41;NAV Evenes;185300;NAV Evenes;;;;;185300;NAV Evenes;;;03.12.2013;N;;;;27.11.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK98;Avsluttede ksteder Nordland;185400;AVSL NAV Ballangen;;;;-18760;185400;AVSL NAV Ballangen;;;03.12.2013;N;;09.09.2021;;08.09.2021;;185400;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK30;NAV Røst;185600;NAV Røst;;;;;185600;NAV Røst;NAV-kontor;1856000;03.12.2013;N;;;;19.01.2023;;185600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK31;NAV Værøy;185700;NAV Værøy;;;;;185700;NAV Værøy;NAV-kontor;1857000;03.12.2013;N;;;;19.01.2023;;185700;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK32;NAV Flakstad;185900;NAV Flakstad;;;;;185900;NAV Flakstad;NAV-kontor;;03.12.2013;N;;;;15.03.2022;;185900;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK33;NAV Vestvågøy;186000;NAV Vestvågøy;;;;;186000;NAV Vestvågøy;NAV-kontor;1860000;03.12.2013;N;;;;26.01.2023;;186000;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK34;NAV Svolvær (Vågan kommune);186500;NAV Svolvær (Vågan kommune);;;;;186500;NAV Svolvær (Vågan kommune);NAV-kontor;;03.12.2013;N;;;;25.01.2023;;186500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK35;NAV Hadsel;186600;NAV Hadsel;;;;;186600;NAV Hadsel;NAV-kontor;1866000;03.12.2013;N;;;;26.01.2023;;186600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK36;NAV Bø;186700;NAV Bø;;;;;186700;NAV Bø;NAV-kontor;1867000;03.12.2013;N;;;;25.01.2023;;186700;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEK;Nordland;BEK37;NAV Øksnes;186800;NAV Øksnes;;;;;186800;NAV Øksnes;NAV-kontor;1868000;03.12.2013;N;;;;26.01.2023;;186800;;;;;
