Nivå 0;Nivå 0 navn;Nivå 1;Nivå 1 navn;Nivå 2;Nivå 2 navn;Nivå 3;Nivå 3 navn;Nivå 4;Nivå 4 navn;Nivå 5;Nivå 5 navn;Type;Nivå 6;Nivå 6 navn;Ytelsesksted?;Hjelpekolonne;BESKRIVELSE;ATTRIBUTE14;ATTRIBUTE15;CREATION_DATE;SUMMARY_FLAG;START_DATE_ACTIVE;END_DATE_ACTIVE;;Sisrte bruksdato;;;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;072800;AVSL NAV Lardal;;;;;072800;AVSL NAV Lardal;;;03.12.2013;N;;07.03.2019;;26.10.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;078500;AVSL NAV kontaktsenter Vestfold;;;;;078500;AVSL NAV kontaktsenter Vestfold;;;03.12.2013;N;;29.05.2019;;21.08.2017;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;078700;AVSL NAV Tiltak Vestfold;;;;;078700;AVSL NAV Tiltak Vestfold;;;03.12.2013;N;;29.05.2019;;09.01.2018;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE99;Spesialiserte kostnadssteder Vestfold og Telemark;078900;UR NAV forvaltning Vestfold;;;;;078900;UR NAV forvaltning Vestfold;NAV-kontor;;03.12.2013;N;;;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079000;AVSL Midlertidig K-sted Vestfold;;;;;079000;AVSL Midlertidig K-sted Vestfold;;;03.12.2013;N;;15.02.2020;;12.09.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079100;AVSL Fylkesledelse;;;;;079100;AVSL Fylkesledelse;;;03.12.2013;N;;15.02.2020;;19.06.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079101;AVSL Fylkesdirektør (sentralt anvist);;;;;079101;AVSL Fylkesdirektør (sentralt anvist);;;03.12.2013;N;;29.05.2019;;02.01.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079200;AVSL Utviklingsprosjekt;;;;;079200;AVSL Utviklingsprosjekt;;;03.12.2013;N;;29.05.2019;;21.08.2017;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079300;AVSL Administrasjon og HR;;;;;079300;AVSL Administrasjon og HR;;;03.12.2013;N;;02.10.2019;;28.05.2021;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079400;AVSL Fag og samfunn;;;;;079400;AVSL Fag og samfunn;;;03.12.2013;N;;02.10.2019;;13.07.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079610;AVSL NAV ARBEIDSRÅDGIVNINGSKONTORET VESTFOLD;;;;;079610;AVSL NAV ARBEIDSRÅDGIVNINGSKONTORET VESTFOLD;;;03.12.2013;N;;01.01.2017;;10.02.2017;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079900;AVSL NAV arbeidslivssenteret i Vestfold;;;;;079900;AVSL NAV arbeidslivssenteret i Vestfold;;;03.12.2013;N;;29.05.2019;;11.01.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;079980;AVSL NAV Vestfold jobbservice;;;;;079980;AVSL NAV Vestfold jobbservice;;;03.12.2013;N;;29.05.2019;;18.09.2017;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE08;NAV Porsgrunn;080500;NAV Porsgrunn;;;;;080500;NAV Porsgrunn;NAV-kontor;0805000;03.12.2013;N;;;;26.01.2023;;080500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE09;NAV Skien;080600;NAV Skien;;;;;080600;NAV Skien;NAV-kontor;0806000;03.12.2013;N;;;;26.01.2023;;080600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE10;NAV Notodden;080700;NAV Notodden;;;;;080700;NAV Notodden;NAV-kontor;0807000;03.12.2013;N;;;;26.01.2023;;080700;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE11;NAV Siljan;081100;NAV Siljan;;;;;081100;NAV Siljan;NAV-kontor;0811000;03.12.2013;N;;;;23.01.2023;;081100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE12;NAV Bamble;081400;NAV Bamble;;;;;081400;NAV Bamble;NAV-kontor;0814000;03.12.2013;N;;;;26.01.2023;;081400;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE13;NAV Kragerø;081500;NAV Kragerø;;;;;081500;NAV Kragerø;NAV-kontor;0815000;03.12.2013;N;;;;26.01.2023;;081500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE14;NAV Drangedal;081700;NAV Drangedal;;;;;081700;NAV Drangedal;NAV-kontor;0817000;03.12.2013;N;;;;26.01.2023;;081700;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;081900;AVSL NAV Nome;;;;;081900;AVSL NAV Nome;;;03.12.2013;N;;07.03.2019;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE15;NAV Midt-Telemark;082100;NAV Midt-Telemark;;;;;082100;NAV Midt-Telemark;NAV-kontor;0821000;03.12.2013;N;;;;26.01.2023;;082100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;082200;AVSL NAV Sauherad;;;;;082200;AVSL NAV Sauherad;;;03.12.2013;N;;07.03.2019;;21.05.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE16;NAV Tinn;082600;NAV Tinn;;;;;082600;NAV Tinn;NAV-kontor;0826000;03.12.2013;N;;;;26.01.2023;;082600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;082700;AVSL NAV Hjartdal;;;;;082700;AVSL NAV Hjartdal;;;03.12.2013;N;;01.01.2022;;17.03.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;082800;AVSL NAV Seljord;;;;;082800;AVSL NAV Seljord;;;03.12.2013;N;;09.06.2020;;11.05.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;082900;AVSL NAV Kviteseid;;;;;082900;AVSL NAV Kviteseid;;;03.12.2013;N;;09.06.2020;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;083000;AVSL NAV Nissedal;;;;;083000;AVSL NAV Nissedal;;;03.12.2013;N;;28.09.2021;;27.02.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;083100;AVSL NAV Fyresdal;;;;;083100;AVSL NAV Fyresdal;;;03.12.2013;N;;09.06.2020;;12.02.2020;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE01;NAV Vest-Telemark;083300;NAV Vest-Telemark;;;;;083300;NAV Vest-Telemark;NAV-kontor;0833000;03.12.2013;N;;;;26.01.2023;;083300;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;083400;AVSL NAV Vinje;;;;;083400;AVSL NAV Vinje;;;03.12.2013;N;;09.06.2020;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;088010;AVSL NAV Fylkesdirektør Vestfold og telemark;;;;;088010;AVSL NAV Fylkesdirektør Vestfold og telemark;;;05.12.2018;N;;28.09.2021;;16.01.2020;;088010;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE01;Region Vestfold og Telemark;088011;Fylkesdirektør Vestfold og Telemark sentralt anvist;;;;;088011;Fylkesdirektør NAV Vestfold og Telemark sentralt anvist;Fylkesledelse;;05.12.2018;N;;;;26.01.2023;;088011;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE01;Region Vestfold og Telemark;088020;NAV Vestfold og Telemark;;;;;088020;NAV Vestfold og Telemark;Fylkeskontor;0880200;05.12.2018;N;;;;26.01.2023;;088020;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE17;NAV egne ansatte Vestfold og Telemark;088330;NAV egne ansatte Vestfold og Telemark;;;;6511291;088330;NAV egne ansatte Vestfold og Telemark;Fylkeskontor;;05.02.2020;N;;;;25.01.2023;;088330;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE99;Spesialiserte kostnadssteder Vestfold og Telemark;088900;UR NAV forvaltning Telemark;;;;;088900;UR NAV forvaltning Telemark;Fylkeskontor;;03.12.2013;N;;;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE99;Spesialiserte kostnadssteder Vestfold og Telemark;089000;NAV Tiltak Vestfold og Telemark;;;;2466166796;089000;NAV Tiltak Vestfold og Telemark;Fylkeskontor;;03.12.2013;N;;;;23.01.2023;;089000;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;089100;AVSL Fylkesledelse;;;;;089100;AVSL Fylkesledelse;;;03.12.2013;N;;07.03.2019;;27.02.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;089101;AVSL Fylkesdirektør (sentralt anvist);;;;;089101;AVSL Fylkesdirektør (sentralt anvist);;;03.12.2013;N;;09.06.2020;;01.07.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;089300;AVSL NAV Telemark fylkeskontor;;;;;089300;AVSL NAV Telemark fylkeskontor;;;03.12.2013;N;;02.10.2019;;28.05.2021;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;089400;ASVL ENHET FOR MARKED OG SAMFUNN;;;;;089400;ASVL ENHET FOR MARKED OG SAMFUNN;;;03.12.2013;N;;21.04.2016;;21.04.2016;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;089610;AVSL NAV arbeidsrådgivningskontoret i Telemark;;;;;089610;AVSL NAV arbeidsrådgivningskontoret i Telemark;;;03.12.2013;N;;03.03.2022;;01.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE98;Avsluttede ksteder Vestfold og Telemark;089700;Arbeids og helserådgivning;;;;;089700;AVSL Arbeids og helserådgivning;Fylkeskontor;;03.12.2013;N;;;;01.07.2022;;089700;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEE;Vestfold og Telemark;BEE01;Region Vestfold og Telemark;089900;NAV Arbeid og helse Vestfold og Telemark;;;;;089900;NAV Arbeid og helse Vestfold og Telemark;Fylkeskontor;0899000;03.12.2013;N;;;;26.01.2023;;089900;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF02;NAV Risør;090100;NAV Risør;;;;;090100;NAV Risør;NAV-kontor;0901000;03.12.2013;N;;;;26.01.2023;;090100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF03;NAV Grimstad;090400;NAV Grimstad;;;;;090400;NAV Grimstad;NAV-kontor;0904000;03.12.2013;N;;;;26.01.2023;;090400;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF04;NAV Arendal;090600;NAV Arendal;;;;;090600;NAV Arendal;NAV-kontor;0906000;03.12.2013;N;;;;26.01.2023;;090600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF05;NAV Gjerstad;091100;NAV Gjerstad;;;;;091100;NAV Gjerstad;NAV-kontor;;03.12.2013;N;;;;01.07.2022;;091100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF06;NAV Vegårshei;091200;NAV Vegårshei;;;;;091200;NAV Vegårshei;NAV-kontor;;03.12.2013;N;;;;01.04.2022;;091200;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF07;NAV Tvedestrand;091400;NAV Tvedestrand;;;;;091400;NAV Tvedestrand;NAV-kontor;0914000;03.12.2013;N;;;;26.01.2023;;091400;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF08;NAV Froland;091900;NAV Froland;;;;;091900;NAV Froland;NAV-kontor;;03.12.2013;N;;;;22.11.2022;;091900;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF09;NAV Lillesand;092600;NAV Lillesand;;;;;092600;NAV Lillesand;NAV-kontor;0926000;03.12.2013;N;;;;26.01.2023;;092600;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF10;NAV Birkenes;092800;NAV Birkenes;;;;;092800;NAV Birkenes;NAV-kontor;0928000;03.12.2013;N;;;;26.01.2023;;092800;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF11;NAV Åmli;092900;NAV Åmli;;;;;092900;NAV Åmli;NAV-kontor;;03.12.2013;N;;;;23.01.2023;;092900;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;093500;NAV Iveland;;;;;093500;AVSL NAV Iveland;;;03.12.2013;N;;19.04.2022;;29.11.2022;;093500;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF12;NAV Evje og Hornes;093700;NAV Evje og Hornes;;;;;093700;NAV Evje og Hornes;NAV-kontor;0937000;03.12.2013;N;;;;26.01.2023;;093700;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;093800;AVSL NAV Bygland;;;;;093800;AVSL NAV Bygland;;;03.12.2013;N;;24.09.2021;;06.10.2021;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;094000;NAV Valle;;;;;094000;AVSL NAV Valle;;;03.12.2013;N;;19.04.2022;;23.12.2021;;094000;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;094100;NAV Bykle;;;;;094100;AVSL NAV Bykle;;;03.12.2013;N;;19.04.2022;;01.07.2021;;094100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;098700;AVSL NAV Tiltak Aust-Agder;;;;;098700;AVSL NAV Tiltak Aust-Agder;;;03.12.2013;N;;01.08.2019;;18.12.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF99;Spesialiserte kostnadssteder Agder;098900;UR NAV forvaltning Aust-Agder;;;;;098900;UR NAV forvaltning Aust-Agder;Fylkeskontor;;03.12.2013;N;;;;29.11.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099000;AVSL Harebakken felles;;;;;099000;AVSL Harebakken felles;;;03.12.2013;N;;23.07.2019;;11.01.2022;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099100;AVSL Fylkesledelse;;;;;099100;AVSL Fylkesledelse;;;03.12.2013;N;;12.08.2019;;07.08.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099101;AVSL Fylkesdirektør (sentralt anvist);;;;;099101;AVSL Fylkesdirektør (sentralt anvist);;;03.12.2013;N;;25.06.2019;;04.07.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099200;AVSL NAV Aust-Agder stab;;;;;099200;AVSL NAV Aust-Agder stab;;;03.12.2013;N;;14.06.2019;;22.05.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099300;AVSL Enhet for Kvalitet og Læring;;;;;099300;AVSL Enhet for Kvalitet og Læring;;;03.12.2013;N;;24.09.2021;;18.10.2021;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099310;AVSL Dokumentsenteret;;;;;099310;AVSL Dokumentsenteret;;;03.12.2013;N;;01.08.2019;;29.07.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099320;AVSL Servicetjenester;;;;;099320;AVSL Servicetjenester;;;03.12.2013;N;;01.08.2019;;29.07.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;N;Agder;BEF98;Avsluttede ksteder Agder;099330;AVSL RK-Team;;;;;099330;AVSL RK-Team;;;09.12.2015;N;;01.08.2019;;29.07.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099400;AVSL Enhet for Marked og Samfunn;;;;;099400;AVSL Enhet for Marked og Samfunn;;;03.12.2013;N;;24.09.2021;;18.10.2021;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099610;AVSL NAV Arbeid og Helse Aust-Agder;;;;;099610;AVSL NAV Arbeid og Helse Aust-Agder;;;03.12.2013;N;;01.08.2019;;01.10.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099700;AVSL NAV Kundesenter Aust-Agder;;;;;099700;AVSL NAV Kundesenter Aust-Agder;;;03.12.2013;N;;24.09.2021;;21.08.2017;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;099900;AVSL NAV Arbeidslivssenteret i Aust-Agder;;;;;099900;AVSL NAV Arbeidslivssenteret i Aust-Agder;;;03.12.2013;N;;01.08.2019;;29.07.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100100;NAV Kristiansand;;;;;100100;NAV Kristiansand,;NAV-kontor;;03.12.2013;N;;;;26.01.2023;;100100;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100101;Leder og stab;;;;;100101;NAV Kristiansand, Leder og stab;NAV-kontor;;03.12.2013;N;;;;12.11.2021;;100101;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100102;MOV;;;;;100102;NAV Kristiansand, MOV;NAV-kontor;;03.12.2013;N;;;;11.01.2022;;100102;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100103;Arbeidsgivertjenester;;;;;100103;NAV Kristiansand, Arbeidsgivertjenester;NAV-kontor;;03.12.2013;N;;;;20.09.2022;;100103;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100104;Veiledningssenter;;;;;100104;NAV Kristiansand, Veiledningssenter;NAV-kontor;;03.12.2013;N;;;;19.01.2023;;100104;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100105;ØK AD;;;;;100105;NAV Kristiansand, ØK AD;NAV-kontor;;03.12.2013;N;;;;11.01.2022;;100105;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100106;Ungdom;;;;;100106;NAV Kristiansand, Ungdom;NAV-kontor;;03.12.2013;N;;;;23.01.2023;;100106;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100107;Oppfølging;;;;;100107;NAV Kristiansand, Oppfølging;NAV-kontor;;03.12.2013;N;;;;11.01.2022;;100107;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100108;Oppf. Særområder;;;;;100108;NAV Kristiansand, Oppf. Særområder;NAV-kontor;;23.09.2014;N;;;;11.01.2022;;100108;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF98;Avsluttede ksteder Agder;100109;AVSL NAV Kristiansand oppfølging 3;;;;;100109;AVSL NAV Kristiansand oppfølging 3;;;23.09.2014;N;;03.05.2018;;06.01.2019;;#I/T;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100110;Leder;;;;;100110;NAV Kristiansand, Leder;NAV-kontor;1001100;03.01.2020;N;;;;19.01.2023;;100110;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100120;Stab;;;;;100120;NAV Kristiansand, Stab;NAV-kontor;1001200;03.01.2020;N;;;;19.01.2023;;100120;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100121;Administrasjon;;;;;100121;NAV Kristiansand, Administrasjon;NAV-kontor;;03.01.2020;N;;;;26.01.2023;;100121;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100130;Marked og veiliedning;;;;;100130;NAV Kristiansand, Marked og veiliedning;NAV-kontor;1001300;03.01.2020;N;;;;19.01.2023;;100130;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100131;Møtesenter;;;;;100131;NAV Kristiansand, Møtesenter;NAV-kontor;1001310;03.01.2020;N;;;;19.01.2023;;100131;;;;;
;NAV;B;Arbeid og tjenester (ATA/ATL);BD;Arbeids- og tjenestelinjen;BEF;Agder;BEF13;NAV Kristiansand;100132;Kartlegging;;;;;100132;NAV Kristiansand, Kartlegging;NAV-kontor;1001320;03.01.2020;N;;;;26.01.2023;;100132;;;;;
